Time & Date,MachineName,UserComment,UserID,GELHtrOn,GELLevelSwitch,GELMtrOn,GELHtrOut(%),GELTempCell(degF),GELTempMud(degF),GELDialPoll,Depth(ft),TVD(ft),T/D Activity,Lag Depth(ft),Hole Depth(ft),Hole TVD(ft),GELMotorSpeed(rpm),GelHtrOnTm(min),GelHtrOffTm(min)
31-Jul-24 20:23:38:987,DRUPLUS999,,,0,0,1,0,86.54,86.72,144.7,,,,,,,600,0,0
31-Jul-24 20:23:40:984,DRUPLUS999,,,0,0,1,0,86.54,86.72,144.6,,,,,,,600,0,0
31-Jul-24 20:23:42:986,DRUPLUS999,,,0,0,1,0,86.54,86.72,144.3,,,,,,,600,0,0
31-Jul-24 20:23:44:984,DRUPLUS999,,,0,0,1,0,86.54,86.9,144.7,,,,,,,600,0,0
31-Jul-24 20:23:46:984,DRUPLUS999,,,0,0,1,0,86.54,86.9,144.6,,,,,,,600,0,0
31-Jul-24 20:23:48:988,DRUPLUS999,,,0,0,1,0,86.54,86.9,144.6,,,,,,,600,0,0
31-Jul-24 20:23:50:991,DRUPLUS999,,,0,0,1,50,86.54,86.9,144.3,,,,,,,600,0,0
31-Jul-24 20:23:52:987,DRUPLUS999,,,1,0,1,50,86.54,86.9,144.7,,,,,,,600,0,0
31-Jul-24 20:23:54:987,DRUPLUS999,,,0,0,1,50,86.54,86.72,144.6,,,,,,,600,0,0
31-Jul-24 20:23:56:996,DRUPLUS999,,,1,0,1,50,86.54,86.72,144.7,,,,,,,600,0,0
31-Jul-24 20:23:58:987,DRUPLUS999,,,0,0,1,50,86.54,86.72,144.3,,,,,,,600,0,0
31-Jul-24 20:24:00:987,DRUPLUS999,,,1,0,1,50,86.54,86.72,144.6,,,,,,,600,0,0
31-Jul-24 20:24:02:987,DRUPLUS999,,,0,0,1,50,86.54,86.72,144.7,,,,,,,600,0,0
31-Jul-24 20:24:04:992,DRUPLUS999,,,1,0,1,50,86.54,86.72,144.7,,,,,,,600,0,0
31-Jul-24 20:24:06:990,DRUPLUS999,,,0,0,1,50,86.54,86.72,144.3,,,,,,,600,0,0
31-Jul-24 20:24:08:988,DRUPLUS999,,,1,0,1,50,86.72,86.9,144.5,,,,,,,600,0,0
31-Jul-24 20:24:10:988,DRUPLUS999,,,0,0,1,50,86.72,86.9,144.6,,,,,,,600,0,0
31-Jul-24 20:24:12:988,DRUPLUS999,,,1,0,1,50,86.9,86.9,144.5,,,,,,,600,0,0
31-Jul-24 20:24:14:988,DRUPLUS999,,,0,0,1,50,87.08,86.72,144.1,,,,,,,600,0,0
31-Jul-24 20:24:16:992,DRUPLUS999,,,1,0,1,50,87.44,86.72,144.2,,,,,,,600,0,0
31-Jul-24 20:24:18:987,DRUPLUS999,,,0,0,1,50,87.62,86.72,144.3,,,,,,,600,0,0
31-Jul-24 20:24:20:988,DRUPLUS999,,,0,0,1,0,87.98,86.72,144.1,,,,,,,600,0,0
31-Jul-24 20:24:22:992,DRUPLUS999,,,0,0,1,0,88.16,86.9,144.1,,,,,,,600,0,0
31-Jul-24 20:24:24:988,DRUPLUS999,,,0,0,1,0,88.52,86.9,144,,,,,,,600,0,0
31-Jul-24 20:24:26:990,DRUPLUS999,,,0,0,1,0,88.88,87.08,144.1,,,,,,,600,0,0
31-Jul-24 20:24:28:988,DRUPLUS999,,,0,0,1,0,89.24,87.08,144.1,,,,,,,600,0,0
31-Jul-24 20:24:30:988,DRUPLUS999,,,0,0,1,0,89.78,87.08,144,,,,,,,600,0,0
31-Jul-24 20:24:32:994,DRUPLUS999,,,0,0,1,0,90.14,87.08,143.8,,,,,,,600,0,0
31-Jul-24 20:24:34:988,DRUPLUS999,,,0,0,1,0,90.68,87.08,143.9,,,,,,,600,0,0
31-Jul-24 20:24:36:990,DRUPLUS999,,,0,0,1,0,91.22,87.08,143.8,,,,,,,600,0,0
31-Jul-24 20:24:38:989,DRUPLUS999,,,0,0,1,0,91.76,87.08,143.7,,,,,,,600,0,0
31-Jul-24 20:24:40:990,DRUPLUS999,,,0,0,1,0,92.12,87.08,143.4,,,,,,,600,0,0
31-Jul-24 20:24:42:989,DRUPLUS999,,,0,0,1,0,92.48,87.26,143.5,,,,,,,600,0,0
31-Jul-24 20:24:44:992,DRUPLUS999,,,0,0,1,0,92.84,87.26,143.4,,,,,,,600,0,0
31-Jul-24 20:24:46:996,DRUPLUS999,,,0,0,1,0,93.38,87.26,141.7,,,,,,,600,0,0
31-Jul-24 20:24:48:992,DRUPLUS999,,,0,0,1,0,93.74,87.44,141.4,,,,,,,600,0,0
31-Jul-24 20:24:50:989,DRUPLUS999,,,0,0,1,0,94.1,87.44,141.2,,,,,,,600,0,0
31-Jul-24 20:24:52:992,DRUPLUS999,,,0,0,1,0,94.28,87.44,141.2,,,,,,,600,0,0
31-Jul-24 20:24:54:990,DRUPLUS999,,,0,0,1,0,94.46,87.62,141.1,,,,,,,600,0,0
31-Jul-24 20:24:56:990,DRUPLUS999,,,0,0,1,0,94.82,87.62,140.9,,,,,,,600,0,0
31-Jul-24 20:24:58:990,DRUPLUS999,,,0,0,1,0,95,87.62,140.7,,,,,,,600,0,0
31-Jul-24 20:25:00:994,DRUPLUS999,,,0,0,1,0,95.36,87.62,140.7,,,,,,,600,0,0
31-Jul-24 20:25:02:992,DRUPLUS999,,,0,0,1,0,95.54,87.62,139.1,,,,,,,600,0,0
31-Jul-24 20:25:04:992,DRUPLUS999,,,0,0,1,0,95.54,87.62,138.9,,,,,,,600,0,0
31-Jul-24 20:25:06:991,DRUPLUS999,,,0,0,1,0,95.9,87.62,138.9,,,,,,,600,0,0
31-Jul-24 20:25:08:991,DRUPLUS999,,,0,0,1,0,95.9,87.8,138.8,,,,,,,600,0,0
31-Jul-24 20:25:10:994,DRUPLUS999,,,0,0,1,0,96.08,87.8,138.8,,,,,,,600,0,0
31-Jul-24 20:25:12:991,DRUPLUS999,,,0,0,1,0,96.08,87.98,138.6,,,,,,,600,0,0
31-Jul-24 20:25:14:998,DRUPLUS999,,,0,0,1,0,96.26,87.98,138.7,,,,,,,600,0,0
31-Jul-24 20:25:16:992,DRUPLUS999,,,0,0,1,0,96.26,87.98,138.4,,,,,,,600,0,0
31-Jul-24 20:25:18:994,DRUPLUS999,,,0,0,1,0,96.44,87.98,138.2,,,,,,,600,0,0
31-Jul-24 20:25:21:003,DRUPLUS999,,,0,0,1,0,96.44,87.98,138,,,,,,,600,0,0
31-Jul-24 20:25:23:002,DRUPLUS999,,,0,0,1,0,96.44,87.98,137.9,,,,,,,600,0,0
31-Jul-24 20:25:24:993,DRUPLUS999,,,0,0,1,0,96.44,88.16,138,,,,,,,600,0,0
31-Jul-24 20:25:27:001,DRUPLUS999,,,0,0,1,0,96.44,88.16,137.8,,,,,,,600,0,0
31-Jul-24 20:25:29:003,DRUPLUS999,,,0,0,1,0,96.62,88.16,137.3,,,,,,,600,0,0
31-Jul-24 20:25:31:000,DRUPLUS999,,,0,0,1,0,96.62,88.34,136.9,,,,,,,600,0,0
31-Jul-24 20:25:32:998,DRUPLUS999,,,0,0,1,0,96.62,88.34,136.9,,,,,,,600,0,0
31-Jul-24 20:25:35:007,DRUPLUS999,,,0,0,1,0,96.44,88.34,136.6,,,,,,,600,0,0
31-Jul-24 20:25:37:006,DRUPLUS999,,,0,0,1,0,96.44,88.34,136.5,,,,,,,600,0,0
31-Jul-24 20:25:39:003,DRUPLUS999,,,0,0,1,0,96.44,88.34,136.2,,,,,,,600,0,0
31-Jul-24 20:25:41:006,DRUPLUS999,,,0,0,1,0,96.44,88.52,136,,,,,,,600,0,0
31-Jul-24 20:25:43:002,DRUPLUS999,,,0,0,1,0,96.44,88.34,136.1,,,,,,,600,0,0
31-Jul-24 20:25:44:996,DRUPLUS999,,,0,0,1,0,96.44,88.52,136,,,,,,,600,0,0
31-Jul-24 20:25:46:994,DRUPLUS999,,,0,0,1,0,96.26,88.52,135.9,,,,,,,600,0,0
31-Jul-24 20:25:48:997,DRUPLUS999,,,0,0,1,0,96.26,88.52,135.8,,,,,,,600,0,0
31-Jul-24 20:25:51:000,DRUPLUS999,,,0,0,1,0,96.26,88.52,135.7,,,,,,,600,0,0
31-Jul-24 20:25:52:994,DRUPLUS999,,,0,0,1,0,96.26,88.7,135.8,,,,,,,600,0,0
31-Jul-24 20:25:54:997,DRUPLUS999,,,0,0,1,0,96.08,88.7,135.7,,,,,,,600,0,0
31-Jul-24 20:25:56:999,DRUPLUS999,,,0,0,1,0,96.08,88.7,135.6,,,,,,,600,0,0
31-Jul-24 20:25:58:998,DRUPLUS999,,,0,0,1,0,96.08,88.7,135.3,,,,,,,600,0,0
31-Jul-24 20:26:00:994,DRUPLUS999,,,0,0,1,0,95.9,88.7,135.3,,,,,,,600,0,0
31-Jul-24 20:26:02:997,DRUPLUS999,,,0,0,1,0,95.9,88.7,135.1,,,,,,,600,0,0
31-Jul-24 20:26:04:996,DRUPLUS999,,,0,0,1,0,95.9,88.88,135,,,,,,,600,0,0
31-Jul-24 20:26:06:996,DRUPLUS999,,,0,0,1,0,95.72,88.88,135,,,,,,,600,0,0
31-Jul-24 20:26:08:997,DRUPLUS999,,,0,0,1,0,95.72,88.88,135,,,,,,,600,0,0
31-Jul-24 20:26:10:996,DRUPLUS999,,,0,0,1,0,95.72,88.88,134.9,,,,,,,600,0,0
