Time & Date,MachineName,UserComment,UserID,GELHtrOn,GELLevelSwitch,GELMtrOn,GELHtrOut(%),GELTempCell(degF),GELTempMud(degF),GELDialPoll,Depth(ft),TVD(ft),T/D Activity,Lag Depth(ft),Hole Depth(ft),Hole TVD(ft),GELMotorSpeed(rpm),GelHtrOnTm(min),GelHtrOffTm(min)
31-Jul-24 20:03:18:882,DRUPLUS999,,,0,0,1,50,87.08,82.4,191.5,,,,,,,600,0,0
31-Jul-24 20:03:20:890,DRUPLUS999,,,0,0,1,0,87.44,82.4,173.7,,,,,,,600,0,0
31-Jul-24 20:03:22:879,DRUPLUS999,,,0,0,1,0,87.62,82.4,170.5,,,,,,,600,0,0
31-Jul-24 20:03:24:880,DRUPLUS999,,,0,0,1,0,87.98,82.4,169.5,,,,,,,600,0,0
31-Jul-24 20:03:26:880,DRUPLUS999,,,0,0,1,0,88.34,82.4,169.1,,,,,,,600,0,0
31-Jul-24 20:03:28:881,DRUPLUS999,,,0,0,1,0,88.7,82.58,167.5,,,,,,,600,0,0
31-Jul-24 20:03:30:889,DRUPLUS999,,,0,0,1,0,89.06,82.58,167.3,,,,,,,600,0,0
31-Jul-24 20:03:32:884,DRUPLUS999,,,0,0,1,0,89.42,82.58,167.4,,,,,,,600,0,0
31-Jul-24 20:03:34:881,DRUPLUS999,,,0,0,1,0,89.96,82.58,167.2,,,,,,,600,0,0
31-Jul-24 20:03:36:881,DRUPLUS999,,,0,0,1,0,90.14,82.58,167,,,,,,,600,0,0
31-Jul-24 20:03:38:881,DRUPLUS999,,,0,0,1,0,90.68,82.58,166.7,,,,,,,600,0,0
31-Jul-24 20:03:40:886,DRUPLUS999,,,0,0,1,0,91.04,82.76,166.8,,,,,,,600,0,0
31-Jul-24 20:03:42:882,DRUPLUS999,,,0,0,1,0,91.58,82.94,166.5,,,,,,,600,0,0
31-Jul-24 20:03:44:882,DRUPLUS999,,,0,0,1,0,91.76,82.94,165.1,,,,,,,600,0,0
31-Jul-24 20:03:46:882,DRUPLUS999,,,0,0,1,0,92.3,83.12,164.6,,,,,,,600,0,0
31-Jul-24 20:03:48:888,DRUPLUS999,,,0,0,1,0,92.48,83.12,164.5,,,,,,,600,0,0
31-Jul-24 20:03:50:884,DRUPLUS999,,,0,0,1,0,92.84,83.3,164.4,,,,,,,600,0,0
31-Jul-24 20:03:52:887,DRUPLUS999,,,0,0,1,0,93.02,83.3,164.2,,,,,,,600,0,0
31-Jul-24 20:03:54:885,DRUPLUS999,,,0,0,1,0,93.38,83.3,164.1,,,,,,,600,0,0
31-Jul-24 20:03:56:885,DRUPLUS999,,,0,0,1,0,93.56,83.3,164.1,,,,,,,600,0,0
31-Jul-24 20:03:58:885,DRUPLUS999,,,0,0,1,0,93.74,83.3,163.9,,,,,,,600,0,0
31-Jul-24 20:04:00:886,DRUPLUS999,,,0,0,1,0,93.92,83.48,161.9,,,,,,,600,0,0
31-Jul-24 20:04:02:887,DRUPLUS999,,,0,0,1,0,94.1,83.48,161.6,,,,,,,600,0,0
31-Jul-24 20:04:04:887,DRUPLUS999,,,0,0,1,0,94.28,83.48,161.6,,,,,,,600,0,0
31-Jul-24 20:04:06:890,DRUPLUS999,,,0,0,1,0,94.28,83.66,161.5,,,,,,,600,0,0
31-Jul-24 20:04:08:888,DRUPLUS999,,,0,0,1,0,94.46,83.66,161.3,,,,,,,600,0,0
31-Jul-24 20:04:10:897,DRUPLUS999,,,0,0,1,0,94.64,83.84,161.1,,,,,,,600,0,0
31-Jul-24 20:04:12:889,DRUPLUS999,,,0,0,1,0,94.64,83.84,161.1,,,,,,,600,0,0
31-Jul-24 20:04:14:888,DRUPLUS999,,,0,0,1,0,94.64,83.84,160.2,,,,,,,600,0,0
31-Jul-24 20:04:16:888,DRUPLUS999,,,0,0,1,0,94.82,83.84,159.9,,,,,,,600,0,0
31-Jul-24 20:04:18:889,DRUPLUS999,,,0,0,1,0,94.82,84.02,159.9,,,,,,,600,0,0
31-Jul-24 20:04:20:889,DRUPLUS999,,,0,0,1,0,94.82,84.02,159.9,,,,,,,600,0,0
31-Jul-24 20:04:22:892,DRUPLUS999,,,0,0,1,0,94.82,84.02,159.5,,,,,,,600,0,0
31-Jul-24 20:04:24:891,DRUPLUS999,,,0,0,1,0,94.82,84.2,158.9,,,,,,,600,0,0
31-Jul-24 20:04:26:891,DRUPLUS999,,,0,0,1,0,94.82,84.2,158.7,,,,,,,600,0,0
31-Jul-24 20:04:28:895,DRUPLUS999,,,0,0,1,0,94.82,84.2,158.4,,,,,,,600,0,0
31-Jul-24 20:04:30:896,DRUPLUS999,,,0,0,1,0,94.82,84.2,158.2,,,,,,,600,0,0
31-Jul-24 20:04:32:891,DRUPLUS999,,,0,0,1,0,94.64,84.2,157.8,,,,,,,600,0,0
31-Jul-24 20:04:34:891,DRUPLUS999,,,0,0,1,0,94.64,84.38,157.8,,,,,,,600,0,0
31-Jul-24 20:04:36:897,DRUPLUS999,,,0,0,1,0,94.64,84.38,157.3,,,,,,,600,0,0
31-Jul-24 20:04:38:892,DRUPLUS999,,,0,0,1,0,94.64,84.56,157,,,,,,,600,0,0
31-Jul-24 20:04:40:890,DRUPLUS999,,,0,0,1,0,94.46,84.38,156.7,,,,,,,600,0,0
31-Jul-24 20:04:42:894,DRUPLUS999,,,0,0,1,0,94.46,84.56,158.3,,,,,,,600,0,0
31-Jul-24 20:04:44:891,DRUPLUS999,,,0,0,1,0,94.46,84.56,156.4,,,,,,,600,0,0
31-Jul-24 20:04:46:896,DRUPLUS999,,,0,0,1,0,94.28,84.56,156.1,,,,,,,600,0,0
31-Jul-24 20:04:48:895,DRUPLUS999,,,0,0,1,0,94.28,84.74,156.1,,,,,,,600,0,0
31-Jul-24 20:04:50:895,DRUPLUS999,,,0,0,1,0,94.1,84.92,156.1,,,,,,,600,0,0
31-Jul-24 20:04:52:892,DRUPLUS999,,,0,0,1,0,94.1,84.92,156,,,,,,,600,0,0
31-Jul-24 20:04:54:891,DRUPLUS999,,,0,0,1,0,94.1,84.92,155.8,,,,,,,600,0,0
31-Jul-24 20:04:56:892,DRUPLUS999,,,0,0,1,0,93.92,84.92,155.6,,,,,,,600,0,0
31-Jul-24 20:04:58:892,DRUPLUS999,,,0,0,1,0,93.92,84.92,155.6,,,,,,,600,0,0
31-Jul-24 20:05:00:892,DRUPLUS999,,,0,0,1,0,93.74,84.92,155.6,,,,,,,600,0,0
31-Jul-24 20:05:02:892,DRUPLUS999,,,0,0,1,0,93.74,85.1,155.4,,,,,,,600,0,0
31-Jul-24 20:05:04:892,DRUPLUS999,,,0,0,1,0,93.56,85.1,155.4,,,,,,,600,0,0
31-Jul-24 20:05:06:900,DRUPLUS999,,,0,0,1,0,93.56,85.1,153,,,,,,,600,0,0
31-Jul-24 20:05:08:899,DRUPLUS999,,,0,0,1,0,93.38,85.1,152.8,,,,,,,600,0,0
31-Jul-24 20:05:10:901,DRUPLUS999,,,0,0,1,0,93.38,85.1,152.8,,,,,,,600,0,0
31-Jul-24 20:05:12:894,DRUPLUS999,,,0,0,1,0,93.2,85.1,152.8,,,,,,,600,0,0
31-Jul-24 20:05:14:896,DRUPLUS999,,,0,0,1,0,93.2,85.1,152.8,,,,,,,600,0,0
31-Jul-24 20:05:16:892,DRUPLUS999,,,0,0,1,0,93.02,85.28,152.7,,,,,,,600,0,0
31-Jul-24 20:05:18:892,DRUPLUS999,,,0,0,1,0,93.02,85.28,152.5,,,,,,,600,0,0
31-Jul-24 20:05:20:897,DRUPLUS999,,,0,0,1,0,92.84,85.28,152.7,,,,,,,600,0,0
31-Jul-24 20:05:22:895,DRUPLUS999,,,0,0,1,0,92.84,85.28,152.5,,,,,,,600,0,0
31-Jul-24 20:05:24:895,DRUPLUS999,,,0,0,1,0,92.66,85.28,152.4,,,,,,,600,0,0
31-Jul-24 20:05:26:894,DRUPLUS999,,,0,0,1,0,92.66,85.46,152.1,,,,,,,600,0,0
31-Jul-24 20:05:28:897,DRUPLUS999,,,0,0,1,0,92.48,85.46,152.2,,,,,,,600,0,0
31-Jul-24 20:05:30:892,DRUPLUS999,,,0,0,1,0,92.48,85.46,152.1,,,,,,,600,0,0
31-Jul-24 20:05:32:894,DRUPLUS999,,,0,0,1,0,92.3,85.46,151.9,,,,,,,600,0,0
31-Jul-24 20:05:34:894,DRUPLUS999,,,0,0,1,0,92.3,85.46,151.4,,,,,,,600,0,0
31-Jul-24 20:05:36:897,DRUPLUS999,,,0,0,1,0,92.3,85.46,151,,,,,,,600,0,0
31-Jul-24 20:05:38:894,DRUPLUS999,,,0,0,1,0,92.12,85.46,150.5,,,,,,,600,0,0
31-Jul-24 20:05:40:897,DRUPLUS999,,,0,0,1,0,92.12,85.46,150.1,,,,,,,600,0,0
31-Jul-24 20:05:42:894,DRUPLUS999,,,0,0,1,0,91.94,85.64,149.9,,,,,,,600,0,0
31-Jul-24 20:05:44:898,DRUPLUS999,,,0,0,1,0,91.94,85.64,150.1,,,,,,,600,0,0
31-Jul-24 20:05:46:895,DRUPLUS999,,,0,0,1,0,91.76,85.64,149.9,,,,,,,600,0,0
31-Jul-24 20:05:48:895,DRUPLUS999,,,0,0,1,0,91.76,85.82,149.9,,,,,,,600,0,0
31-Jul-24 20:05:50:896,DRUPLUS999,,,0,0,1,0,91.58,85.82,149.8,,,,,,,600,0,0
31-Jul-24 20:05:52:896,DRUPLUS999,,,0,0,1,0,91.58,85.82,149.9,,,,,,,600,0,0
31-Jul-24 20:05:54:896,DRUPLUS999,,,0,0,1,0,91.58,85.82,149.8,,,,,,,600,0,0
31-Jul-24 20:05:56:897,DRUPLUS999,,,0,0,1,0,91.4,85.82,149.6,,,,,,,600,0,0
31-Jul-24 20:05:58:897,DRUPLUS999,,,0,0,1,0,91.4,85.82,149.5,,,,,,,600,0,0
31-Jul-24 20:06:00:896,DRUPLUS999,,,0,0,1,0,91.22,85.82,149.6,,,,,,,600,0,0
31-Jul-24 20:06:02:897,DRUPLUS999,,,0,0,1,0,91.22,85.82,149.6,,,,,,,600,0,0
31-Jul-24 20:06:04:896,DRUPLUS999,,,0,0,1,0,91.22,86,149.4,,,,,,,600,0,0
31-Jul-24 20:06:06:907,DRUPLUS999,,,0,0,1,0,91.04,86,149.3,,,,,,,600,0,0
31-Jul-24 20:06:08:896,DRUPLUS999,,,0,0,1,0,91.04,86,149.3,,,,,,,600,0,0
31-Jul-24 20:06:10:897,DRUPLUS999,,,0,0,1,0,90.86,86,149.3,,,,,,,600,0,0
31-Jul-24 20:06:12:900,DRUPLUS999,,,0,0,1,0,90.86,86,149.2,,,,,,,600,0,0
31-Jul-24 20:06:14:898,DRUPLUS999,,,0,0,1,0,90.86,86,149.1,,,,,,,600,0,0
31-Jul-24 20:06:16:898,DRUPLUS999,,,0,0,1,0,90.68,86,149.2,,,,,,,600,0,0
31-Jul-24 20:06:18:896,DRUPLUS999,,,0,0,1,0,90.68,86,149,,,,,,,600,0,0
31-Jul-24 20:06:20:898,DRUPLUS999,,,0,0,1,0,90.5,86,148.7,,,,,,,600,0,0
31-Jul-24 20:06:22:896,DRUPLUS999,,,0,0,1,0,90.5,86,148.6,,,,,,,600,0,0
31-Jul-24 20:06:24:898,DRUPLUS999,,,0,0,1,0,90.5,86,148.6,,,,,,,600,0,0
31-Jul-24 20:06:26:905,DRUPLUS999,,,0,0,1,0,90.32,86,148.5,,,,,,,600,0,0
31-Jul-24 20:06:28:897,DRUPLUS999,,,0,0,1,0,90.32,86,148.3,,,,,,,600,0,0
31-Jul-24 20:06:30:899,DRUPLUS999,,,0,0,1,0,90.32,86,148.2,,,,,,,600,0,0
31-Jul-24 20:06:32:897,DRUPLUS999,,,0,0,1,0,90.14,86,148.3,,,,,,,600,0,0
31-Jul-24 20:06:34:897,DRUPLUS999,,,0,0,1,0,90.14,86,148,,,,,,,600,0,0
31-Jul-24 20:06:36:901,DRUPLUS999,,,0,0,1,0,90.14,86.18,147.9,,,,,,,600,0,0
31-Jul-24 20:06:38:897,DRUPLUS999,,,0,0,1,0,89.96,86.18,147.9,,,,,,,600,0,0
31-Jul-24 20:06:40:901,DRUPLUS999,,,0,0,1,0,89.96,86.18,147.9,,,,,,,600,0,0
31-Jul-24 20:06:42:896,DRUPLUS999,,,0,0,1,0,89.96,86.18,147.8,,,,,,,600,0,0
31-Jul-24 20:06:44:898,DRUPLUS999,,,0,0,1,0,89.78,86.18,147.7,,,,,,,600,0,0
31-Jul-24 20:06:46:897,DRUPLUS999,,,0,0,1,0,89.78,86.18,147.7,,,,,,,600,0,0
31-Jul-24 20:06:48:897,DRUPLUS999,,,0,0,1,0,89.78,86.18,147.7,,,,,,,600,0,0
31-Jul-24 20:06:50:900,DRUPLUS999,,,0,0,1,0,89.78,86.36,147.7,,,,,,,600,0,0
31-Jul-24 20:06:52:902,DRUPLUS999,,,0,0,1,0,89.6,86.18,147.5,,,,,,,600,0,0
31-Jul-24 20:06:54:900,DRUPLUS999,,,0,0,1,0,89.6,86.18,147.5,,,,,,,600,0,0
31-Jul-24 20:06:56:905,DRUPLUS999,,,0,0,1,0,89.6,86.18,147.5,,,,,,,600,0,0
31-Jul-24 20:06:58:900,DRUPLUS999,,,0,0,1,0,89.6,86.18,147.5,,,,,,,600,0,0
31-Jul-24 20:07:00:899,DRUPLUS999,,,0,0,1,0,89.42,86.18,147.3,,,,,,,600,0,0
31-Jul-24 20:07:02:905,DRUPLUS999,,,0,0,1,0,89.42,86.18,147.3,,,,,,,600,0,0
31-Jul-24 20:07:04:898,DRUPLUS999,,,0,0,1,0,89.42,86.36,147.4,,,,,,,600,0,0
31-Jul-24 20:07:06:902,DRUPLUS999,,,0,0,1,0,89.42,86.18,147.3,,,,,,,600,0,0
31-Jul-24 20:07:08:901,DRUPLUS999,,,0,0,1,0,89.24,86.36,147.2,,,,,,,600,0,0
31-Jul-24 20:07:10:907,DRUPLUS999,,,0,0,1,0,89.24,86.36,147.2,,,,,,,600,0,0
31-Jul-24 20:07:12:902,DRUPLUS999,,,0,0,1,0,89.24,86.36,147.2,,,,,,,600,0,0
31-Jul-24 20:07:14:905,DRUPLUS999,,,0,0,1,0,89.24,86.36,147.2,,,,,,,600,0,0
31-Jul-24 20:07:16:908,DRUPLUS999,,,0,0,1,0,89.06,86.54,147,,,,,,,600,0,0
31-Jul-24 20:07:18:902,DRUPLUS999,,,0,0,1,0,89.06,86.36,146.8,,,,,,,600,0,0
31-Jul-24 20:07:20:902,DRUPLUS999,,,0,0,1,0,89.06,86.36,146.7,,,,,,,600,0,0
31-Jul-24 20:07:22:904,DRUPLUS999,,,0,0,1,0,89.06,86.36,146.3,,,,,,,600,0,0
31-Jul-24 20:07:24:902,DRUPLUS999,,,0,0,1,0,88.88,86.18,146.2,,,,,,,600,0,0
31-Jul-24 20:07:26:901,DRUPLUS999,,,0,0,1,0,88.88,86.18,146,,,,,,,600,0,0
31-Jul-24 20:07:28:908,DRUPLUS999,,,0,0,1,0,88.88,86.18,146,,,,,,,600,0,0
31-Jul-24 20:07:30:907,DRUPLUS999,,,0,0,1,0,88.88,86.36,145.7,,,,,,,600,0,0
31-Jul-24 20:07:32:901,DRUPLUS999,,,0,0,1,0,88.88,86.36,145.5,,,,,,,600,0,0
31-Jul-24 20:07:34:901,DRUPLUS999,,,0,0,1,0,88.7,86.54,145.4,,,,,,,600,0,0
31-Jul-24 20:07:36:902,DRUPLUS999,,,0,0,1,0,88.7,86.54,145.5,,,,,,,600,0,0
31-Jul-24 20:07:38:903,DRUPLUS999,,,0,0,1,0,88.7,86.54,145.4,,,,,,,600,0,0
31-Jul-24 20:07:40:905,DRUPLUS999,,,0,0,1,0,88.7,86.54,145.3,,,,,,,600,0,0
31-Jul-24 20:07:42:902,DRUPLUS999,,,0,0,1,0,88.7,86.54,145.2,,,,,,,600,0,0
31-Jul-24 20:07:44:902,DRUPLUS999,,,0,0,1,0,88.52,86.54,145.3,,,,,,,600,0,0
31-Jul-24 20:07:46:902,DRUPLUS999,,,0,0,1,0,88.52,86.54,145.1,,,,,,,600,0,0
31-Jul-24 20:07:48:901,DRUPLUS999,,,0,0,1,0,88.52,86.54,145.1,,,,,,,600,0,0
31-Jul-24 20:07:50:904,DRUPLUS999,,,0,0,1,0,88.52,86.54,145.1,,,,,,,600,0,0
31-Jul-24 20:07:52:903,DRUPLUS999,,,0,0,1,0,88.52,86.54,145.1,,,,,,,600,0,0
31-Jul-24 20:07:54:902,DRUPLUS999,,,0,0,1,0,88.34,86.54,145.1,,,,,,,600,0,0
31-Jul-24 20:07:56:907,DRUPLUS999,,,0,0,1,0,88.34,86.54,145,,,,,,,600,0,0
31-Jul-24 20:07:58:902,DRUPLUS999,,,0,0,1,0,88.34,86.54,144.9,,,,,,,600,0,0
31-Jul-24 20:08:00:905,DRUPLUS999,,,0,0,1,0,88.34,86.54,145,,,,,,,600,0,0
31-Jul-24 20:08:02:904,DRUPLUS999,,,0,0,1,0,88.34,86.72,145,,,,,,,600,0,0
31-Jul-24 20:08:04:905,DRUPLUS999,,,0,0,1,0,88.34,86.72,145,,,,,,,600,0,0
31-Jul-24 20:08:06:905,DRUPLUS999,,,0,0,1,0,88.34,86.72,144.9,,,,,,,600,0,0
31-Jul-24 20:08:08:905,DRUPLUS999,,,0,0,1,0,88.16,86.72,144.9,,,,,,,600,0,0
31-Jul-24 20:08:10:907,DRUPLUS999,,,0,0,1,0,88.16,86.72,144.9,,,,,,,600,0,0
31-Jul-24 20:08:12:907,DRUPLUS999,,,0,0,1,0,88.16,86.72,144.8,,,,,,,600,0,0
31-Jul-24 20:08:14:905,DRUPLUS999,,,0,0,1,0,88.16,86.54,144.8,,,,,,,600,0,0
31-Jul-24 20:08:16:905,DRUPLUS999,,,0,0,1,0,88.16,86.54,144.8,,,,,,,600,0,0
31-Jul-24 20:08:18:905,DRUPLUS999,,,0,0,1,0,88.16,86.54,144.8,,,,,,,600,0,0
31-Jul-24 20:08:20:905,DRUPLUS999,,,0,0,1,0,88.16,86.54,144.8,,,,,,,600,0,0
31-Jul-24 20:08:22:905,DRUPLUS999,,,0,0,1,0,87.98,86.54,144.7,,,,,,,600,0,0
31-Jul-24 20:08:24:905,DRUPLUS999,,,0,0,1,0,87.98,86.54,144.7,,,,,,,600,0,0
31-Jul-24 20:08:26:907,DRUPLUS999,,,0,0,1,0,87.98,86.72,144.8,,,,,,,600,0,0
31-Jul-24 20:08:28:914,DRUPLUS999,,,0,0,1,0,87.98,86.72,144.8,,,,,,,600,0,0
31-Jul-24 20:08:30:908,DRUPLUS999,,,0,0,1,0,87.98,86.72,144.7,,,,,,,600,0,0
31-Jul-24 20:08:32:905,DRUPLUS999,,,0,0,1,0,87.98,86.72,144.7,,,,,,,600,0,0
31-Jul-24 20:08:34:908,DRUPLUS999,,,0,0,1,0,87.98,86.54,144.7,,,,,,,600,0,0
31-Jul-24 20:08:36:911,DRUPLUS999,,,0,0,1,0,87.98,86.72,144.7,,,,,,,600,0,0
31-Jul-24 20:08:38:907,DRUPLUS999,,,0,0,1,0,87.8,86.72,144.6,,,,,,,600,0,0
31-Jul-24 20:08:40:917,DRUPLUS999,,,0,0,1,0,87.8,86.54,144.6,,,,,,,600,0,0
31-Jul-24 20:08:42:912,DRUPLUS999,,,0,0,1,0,87.8,86.54,144.7,,,,,,,600,0,0
31-Jul-24 20:08:44:910,DRUPLUS999,,,0,0,1,0,87.8,86.72,144.6,,,,,,,600,0,0
31-Jul-24 20:08:46:911,DRUPLUS999,,,0,0,1,0,87.8,86.72,144.6,,,,,,,600,0,0
31-Jul-24 20:08:48:911,DRUPLUS999,,,0,0,1,0,87.8,86.54,144.5,,,,,,,600,0,0
31-Jul-24 20:08:50:917,DRUPLUS999,,,0,0,1,0,87.8,86.54,144.7,,,,,,,600,0,0
31-Jul-24 20:08:52:911,DRUPLUS999,,,0,0,1,0,87.8,86.54,144.6,,,,,,,600,0,0
31-Jul-24 20:08:54:915,DRUPLUS999,,,0,0,1,0,87.62,86.54,144.6,,,,,,,600,0,0
31-Jul-24 20:08:56:913,DRUPLUS999,,,0,0,1,0,87.62,86.72,144.5,,,,,,,600,0,0
31-Jul-24 20:08:58:912,DRUPLUS999,,,0,0,1,0,87.62,86.72,144.6,,,,,,,600,0,0
31-Jul-24 20:09:00:915,DRUPLUS999,,,0,0,1,0,87.62,86.72,144.6,,,,,,,600,0,0
31-Jul-24 20:09:02:913,DRUPLUS999,,,0,0,1,0,87.62,86.72,144.5,,,,,,,600,0,0
31-Jul-24 20:09:04:912,DRUPLUS999,,,0,0,1,0,87.62,86.54,144.4,,,,,,,600,0,0
31-Jul-24 20:09:06:912,DRUPLUS999,,,0,0,1,0,87.62,86.54,144.5,,,,,,,600,0,0
31-Jul-24 20:09:08:912,DRUPLUS999,,,0,0,1,0,87.62,86.72,144.5,,,,,,,600,0,0
31-Jul-24 20:09:10:913,DRUPLUS999,,,0,0,1,0,87.62,86.72,144.5,,,,,,,600,0,0
31-Jul-24 20:09:12:921,DRUPLUS999,,,0,0,1,0,87.62,86.72,144.4,,,,,,,600,0,0
31-Jul-24 20:09:14:914,DRUPLUS999,,,0,0,1,0,87.62,86.72,144.4,,,,,,,600,0,0
31-Jul-24 20:09:16:913,DRUPLUS999,,,0,0,1,0,87.44,86.72,144.5,,,,,,,600,0,0
31-Jul-24 20:09:18:913,DRUPLUS999,,,0,0,1,0,87.44,86.72,144.4,,,,,,,600,0,0
31-Jul-24 20:09:20:913,DRUPLUS999,,,0,0,1,0,87.44,86.72,144.4,,,,,,,600,0,0
31-Jul-24 20:09:22:915,DRUPLUS999,,,0,0,1,0,87.44,86.72,144.4,,,,,,,600,0,0
31-Jul-24 20:09:24:913,DRUPLUS999,,,0,0,1,0,87.44,86.72,144.5,,,,,,,600,0,0
31-Jul-24 20:09:26:915,DRUPLUS999,,,0,0,1,0,87.44,86.9,144.4,,,,,,,600,0,0
31-Jul-24 20:09:28:915,DRUPLUS999,,,0,0,1,0,87.44,86.9,144.4,,,,,,,600,0,0
31-Jul-24 20:09:30:917,DRUPLUS999,,,0,0,1,0,87.44,86.72,144.3,,,,,,,600,0,0
31-Jul-24 20:09:32:913,DRUPLUS999,,,0,0,1,0,87.44,86.72,144.4,,,,,,,600,0,0
31-Jul-24 20:09:34:913,DRUPLUS999,,,0,0,1,0,87.44,86.72,144.4,,,,,,,600,0,0
31-Jul-24 20:09:36:913,DRUPLUS999,,,0,0,1,0,87.44,86.72,144.3,,,,,,,600,0,0
31-Jul-24 20:09:38:914,DRUPLUS999,,,0,0,1,0,87.44,86.72,144.3,,,,,,,600,0,0
31-Jul-24 20:09:40:915,DRUPLUS999,,,0,0,1,0,87.44,86.72,144.4,,,,,,,600,0,0
31-Jul-24 20:09:42:913,DRUPLUS999,,,0,0,1,0,87.26,86.9,144.3,,,,,,,600,0,0
31-Jul-24 20:09:44:915,DRUPLUS999,,,0,0,1,0,87.26,86.9,144.4,,,,,,,600,0,0
31-Jul-24 20:09:46:917,DRUPLUS999,,,0,0,1,0,87.26,86.72,144.3,,,,,,,600,0,0
31-Jul-24 20:09:48:919,DRUPLUS999,,,0,0,1,0,87.26,86.72,144.4,,,,,,,600,0,0
31-Jul-24 20:09:50:922,DRUPLUS999,,,0,0,1,0,87.26,86.72,144.3,,,,,,,600,0,0
31-Jul-24 20:09:52:915,DRUPLUS999,,,0,0,1,0,87.26,86.72,144.3,,,,,,,600,0,0
31-Jul-24 20:09:54:915,DRUPLUS999,,,0,0,1,0,87.26,86.72,144.2,,,,,,,600,0,0
31-Jul-24 20:09:56:915,DRUPLUS999,,,0,0,1,0,87.26,86.9,144.3,,,,,,,600,0,0
31-Jul-24 20:09:58:915,DRUPLUS999,,,0,0,1,0,87.26,86.9,144.3,,,,,,,600,0,0
31-Jul-24 20:10:00:915,DRUPLUS999,,,0,0,1,0,87.26,86.9,144.3,,,,,,,600,0,0
31-Jul-24 20:10:02:915,DRUPLUS999,,,0,0,1,0,87.26,86.9,144.2,,,,,,,600,0,0
31-Jul-24 20:10:04:917,DRUPLUS999,,,0,0,1,0,87.26,86.9,144.2,,,,,,,600,0,0
31-Jul-24 20:10:06:915,DRUPLUS999,,,0,0,1,0,87.26,86.72,144.3,,,,,,,600,0,0
31-Jul-24 20:10:08:915,DRUPLUS999,,,0,0,1,0,87.26,86.72,144.3,,,,,,,600,0,0
31-Jul-24 20:10:10:915,DRUPLUS999,,,0,0,1,0,87.26,86.72,144.3,,,,,,,600,0,0
31-Jul-24 20:10:12:922,DRUPLUS999,,,0,0,1,0,87.26,86.72,144.2,,,,,,,600,0,0
31-Jul-24 20:10:14:915,DRUPLUS999,,,0,0,1,0,87.08,86.72,144.3,,,,,,,600,0,0
31-Jul-24 20:10:16:915,DRUPLUS999,,,0,0,1,0,87.08,86.72,144.3,,,,,,,600,0,0
31-Jul-24 20:10:18:915,DRUPLUS999,,,0,0,1,0,87.08,86.72,144.3,,,,,,,600,0,0
31-Jul-24 20:10:20:924,DRUPLUS999,,,0,0,1,0,87.08,86.9,144.2,,,,,,,600,0,0
31-Jul-24 20:10:22:917,DRUPLUS999,,,0,0,1,0,87.08,86.9,144.3,,,,,,,600,0,0
31-Jul-24 20:10:24:915,DRUPLUS999,,,0,0,1,0,87.08,86.9,144.3,,,,,,,600,0,0
31-Jul-24 20:10:26:919,DRUPLUS999,,,0,0,1,0,87.08,86.9,144.3,,,,,,,600,0,0
31-Jul-24 20:10:28:918,DRUPLUS999,,,0,0,1,0,87.08,86.9,144.2,,,,,,,600,0,0
