06-Jun-24 21:29:44:692,DRUPLUS999,,,0,0,0,4000,120.92,120.56,0
06-Jun-24 21:29:46:692,DRUPLUS999,,,0,0,0,4000,120.92,120.56,0
06-Jun-24 21:29:48:693,DRUPLUS999,,,0,0,0,4000,120.92,120.38,0
06-Jun-24 21:29:50:692,DRUPLUS999,,,0,0,0,4000,120.92,120.38,0
06-Jun-24 21:29:52:695,DRUPLUS999,,,0,0,0,4000,120.92,120.38,0
06-Jun-24 21:29:54:693,DRUPLUS999,,,0,0,0,4000,120.92,120.2,0
06-Jun-24 21:29:56:693,DRUPLUS999,,,0,0,0,4000,120.92,120.2,0
06-Jun-24 21:29:58:694,DRUPLUS999,,,0,0,0,4000,120.92,120.38,0
06-Jun-24 21:30:00:692,DRUPLUS999,,,0,0,0,4000,120.74,120.38,0
06-Jun-24 21:30:02:693,DRUPLUS999,,,0,0,0,4000,120.74,120.56,0
06-Jun-24 21:30:04:693,DRUPLUS999,,,0,0,0,4000,120.74,120.56,0
06-Jun-24 21:30:06:693,DRUPLUS999,,,0,0,0,4000,120.74,120.56,0
06-Jun-24 21:30:08:694,DRUPLUS999,,,0,0,0,4000,120.74,120.56,0
06-Jun-24 21:30:10:695,DRUPLUS999,,,0,0,0,4000,120.74,120.38,0
06-Jun-24 21:30:12:693,DRUPLUS999,,,0,0,0,4000,120.74,120.38,0
06-Jun-24 21:30:14:694,DRUPLUS999,,,0,0,0,4000,120.74,120.38,0
06-Jun-24 21:30:16:695,DRUPLUS999,,,0,0,0,4000,120.56,120.56,0
06-Jun-24 21:30:18:694,DRUPLUS999,,,0,0,0,4000,120.56,120.38,0
06-Jun-24 21:30:20:694,DRUPLUS999,,,0,0,0,4000,120.56,120.56,0
06-Jun-24 21:30:22:695,DRUPLUS999,,,0,0,0,4000,120.56,120.56,0
06-Jun-24 21:30:24:693,DRUPLUS999,,,0,0,0,4000,120.56,120.38,0
06-Jun-24 21:30:26:695,DRUPLUS999,,,0,0,0,4000,120.56,120.2,0
06-Jun-24 21:30:28:694,DRUPLUS999,,,0,0,0,4000,120.56,120.2,0
06-Jun-24 21:30:30:695,DRUPLUS999,,,0,0,0,4000,120.56,120.2,0
06-Jun-24 21:30:32:693,DRUPLUS999,,,0,0,0,4000,120.38,120.2,0
06-Jun-24 21:30:34:694,DRUPLUS999,,,0,0,0,4000,120.38,120.56,0
06-Jun-24 21:30:36:693,DRUPLUS999,,,0,0,0,4000,120.38,120.56,0
06-Jun-24 21:30:38:695,DRUPLUS999,,,0,0,0,4000,120.38,120.56,0
06-Jun-24 21:30:40:697,DRUPLUS999,,,0,0,0,4000,120.38,120.56,0
06-Jun-24 21:30:42:696,DRUPLUS999,,,0,0,0,4000,120.38,120.74,0
06-Jun-24 21:30:44:698,DRUPLUS999,,,0,0,0,4000,120.38,120.74,0
06-Jun-24 21:30:46:696,DRUPLUS999,,,0,0,0,4000,120.38,120.56,0
06-Jun-24 21:30:48:697,DRUPLUS999,,,0,0,0,4000,120.38,120.56,0
06-Jun-24 21:30:50:697,DRUPLUS999,,,0,0,0,4000,120.2,120.56,0
06-Jun-24 21:30:52:698,DRUPLUS999,,,0,0,0,4000,120.2,120.56,0
06-Jun-24 21:30:54:697,DRUPLUS999,,,0,0,0,4000,120.2,120.38,0
06-Jun-24 21:30:56:697,DRUPLUS999,,,0,0,0,4000,120.2,120.38,0
06-Jun-24 21:30:58:697,DRUPLUS999,,,0,0,0,4000,120.2,120.2,0
06-Jun-24 21:31:00:697,DRUPLUS999,,,0,0,0,4000,120.2,120.2,0
06-Jun-24 21:31:02:697,DRUPLUS999,,,0,0,0,4000,120.2,120.38,0
06-Jun-24 21:31:04:698,DRUPLUS999,,,0,0,0,4000,120.2,120.38,0
06-Jun-24 21:31:06:700,DRUPLUS999,,,0,0,0,4000,120.2,120.38,0
06-Jun-24 21:31:08:698,DRUPLUS999,,,0,0,0,4000,120.02,120.38,0
06-Jun-24 21:31:10:698,DRUPLUS999,,,0,0,0,4000,120.02,120.38,0
06-Jun-24 21:31:12:698,DRUPLUS999,,,0,0,0,4000,120.02,120.56,0
06-Jun-24 21:31:14:698,DRUPLUS999,,,0,0,0,4000,120.02,120.56,0
06-Jun-24 21:31:16:698,DRUPLUS999,,,0,0,0,4000,120.02,120.56,0
06-Jun-24 21:31:18:701,DRUPLUS999,,,0,0,0,4000,120.02,120.56,0
06-Jun-24 21:31:20:698,DRUPLUS999,,,0,0,0,4000,120.02,120.56,0
06-Jun-24 21:31:22:698,DRUPLUS999,,,0,0,0,4000,120.02,120.2,0
06-Jun-24 21:31:24:698,DRUPLUS999,,,0,0,0,4000,119.84,120.2,0
06-Jun-24 21:31:26:698,DRUPLUS999,,,0,0,0,4000,119.84,120.2,0
06-Jun-24 21:31:28:698,DRUPLUS999,,,0,0,0,4000,119.84,120.2,0
06-Jun-24 21:31:30:700,DRUPLUS999,,,0,0,0,4000,119.84,120.2,0
06-Jun-24 21:31:32:700,DRUPLUS999,,,0,0,0,4000,119.84,120.2,0
06-Jun-24 21:31:34:702,DRUPLUS999,,,0,0,0,4000,119.84,120.2,0
06-Jun-24 21:31:36:698,DRUPLUS999,,,0,0,0,4000,119.84,120.38,0
06-Jun-24 21:31:38:700,DRUPLUS999,,,0,0,0,4000,119.84,120.38,0
06-Jun-24 21:31:40:702,DRUPLUS999,,,0,0,0,4000,119.84,120.38,0
06-Jun-24 21:31:42:702,DRUPLUS999,,,0,0,0,4000,119.84,120.38,0
06-Jun-24 21:31:44:702,DRUPLUS999,,,0,0,0,4000,119.66,120.38,0
